population,side,stack_cell,stack,cell,Time (sec),ROI_mean_Fluo,deltaF_F,led
OviDN_activation,right,553_2,553,2,16,590.6883,0.016076412111003625,0
OviDN_activation,right,553_2,553,2,17,586.4675,0.008815974888464802,0
OviDN_activation,right,553_2,553,2,18,593.4675,0.02085707149521497,0
OviDN_activation,right,553_2,553,2,19,587.0779,0.009865958512573462,0
OviDN_activation,right,553_2,553,2,20,584.9091,0.006135282752470583,0
OviDN_activation,right,553_2,553,2,21,595.9221,0.02507936802820487,3
OviDN_activation,right,553_2,553,2,22,591.6104,0.017662568565444244,0
OviDN_activation,right,553_2,553,2,23,589.8701,0.01466897993334026,0
OviDN_activation,right,553_2,553,2,24,584.1039,0.004750212611362669,0
OviDN_activation,right,553_2,553,2,25,586.3376,0.008592526538576645,0
OviDN_activation,right,553_2,553,2,26,588.9481,0.013082995494565408,0
OviDN_activation,right,553_2,553,2,27,586.0779,0.008145801854466296,0
OviDN_activation,right,553_2,553,2,28,596.0,0.025213368231871418,0
OviDN_activation,right,553_2,553,2,29,602.4675,0.03633848141817947,0
OviDN_activation,right,553_2,553,2,30,586.8831,0.00953087199557421,0
OviDN_activation,right,555_1,555,1,1,1590.456,-0.03130984230934654,0
OviDN_activation,right,555_1,555,1,2,1623.559,-0.011147982886618862,0
OviDN_activation,right,555_1,555,1,3,1621.956,-0.012124313148366551,0
OviDN_activation,right,555_1,555,1,4,1645.191,0.0020272985994230506,0
OviDN_activation,right,555_1,555,1,5,1639.971,-0.001152017661539364,0
OviDN_activation,right,555_1,555,1,6,1670.677,0.017549914351700308,0
OviDN_activation,right,555_1,555,1,7,1644.912,0.0018573696268543727,0
OviDN_activation,right,555_1,555,1,8,1659.956,0.011020134728371211,0
OviDN_activation,right,555_1,555,1,9,1682.162,0.024545019190235468,0
OviDN_activation,right,555_1,555,1,10,1649.588,0.004705354844528693,0
OviDN_activation,right,555_1,555,1,11,1632.059,-0.005970935335243311,3
OviDN_activation,right,555_1,555,1,12,1612.294,-0.018009093553235912,0
OviDN_activation,right,555_1,555,1,13,1615.823,-0.01585970522278835,0
OviDN_activation,right,555_1,555,1,14,1630.882,-0.006687804155004316,0
OviDN_activation,right,555_1,555,1,15,1640.059,-0.001098419992772203,0
OviDN_activation,right,555_1,555,1,16,1682.838,0.024956746736674234,0
OviDN_activation,right,555_1,555,1,17,1800.985,0.09691588050754094,0
OviDN_activation,right,555_1,555,1,18,1849.677,0.12657244513949134,0
OviDN_activation,right,555_1,555,1,19,1817.721,0.10710918260399056,0
OviDN_activation,right,555_1,555,1,20,1826.471,0.11243849625981833,0
OviDN_activation,right,555_1,555,1,21,1817.603,0.10703731300268915,3
OviDN_activation,right,555_1,555,1,22,1836.559,0.11858273810667438,0
OviDN_activation,right,555_1,555,1,23,1822.25,0.10986763535224701,0
OviDN_activation,right,555_1,555,1,24,1827.397,0.11300248991070933,0
OviDN_activation,right,555_1,555,1,25,1823.956,0.11090669924902892,0
OviDN_activation,right,555_1,555,1,26,1835.177,0.11774101108126246,0
OviDN_activation,right,555_1,555,1,27,1802.221,0.09766868412795279,0
OviDN_activation,right,555_1,555,1,28,1789.985,0.09021617191164316,0
OviDN_activation,right,555_1,555,1,29,1762.515,0.07348517235443312,0
OviDN_activation,right,555_1,555,1,30,1757.25,0.07027844819466926,0
OviDN_activation,right,555_2,555,2,1,1332.192,-0.03379884787294291,0
OviDN_activation,right,555_2,555,2,2,1342.808,-0.026099363541119257,0
OviDN_activation,right,555_2,555,2,3,1358.615,-0.014634993831893853,0
OviDN_activation,right,555_2,555,2,4,1376.731,-0.0014959717750628926,0
OviDN_activation,right,555_2,555,2,5,1414.577,0.025952660857020627,0
OviDN_activation,right,555_2,555,2,6,1396.385,0.012758518151242907,0
OviDN_activation,right,555_2,555,2,7,1390.615,0.008573700461470636,0
OviDN_activation,right,555_2,555,2,8,1369.385,-0.0068238176587833805,0
OviDN_activation,right,555_2,555,2,9,1405.192,0.019145985983794828,0
OviDN_activation,right,555_2,555,2,10,1370.615,-0.00593173347188217,0
OviDN_activation,right,555_2,555,2,11,1409.615,0.022353862698155803,3
OviDN_activation,right,555_2,555,2,12,1387.769,0.006509577212754529,0
OviDN_activation,right,555_2,555,2,13,1418.192,0.028574518040474152,0
OviDN_activation,right,555_2,555,2,14,1407.346,0.020708221218416922,0
OviDN_activation,right,555_2,555,2,15,1393.731,0.010833647068286992,0
OviDN_activation,right,555_2,555,2,16,1363.077,-0.01139883152136285,0
OviDN_activation,right,555_2,555,2,17,1262.846,-0.0840935389500571,0
OviDN_activation,right,555_2,555,2,18,1235.846,-0.10367587476008339,0
OviDN_activation,right,555_2,555,2,19,1224.346,-0.11201649927176126,0
OviDN_activation,right,555_2,555,2,20,1237.769,-0.10228117728739151,0
OviDN_activation,right,555_2,555,2,21,1243.5,-0.09812464519378927,3
OviDN_activation,right,555_2,555,2,22,1264.577,-0.08283809364312542,0
OviDN_activation,right,555_2,555,2,23,1302.269,-0.05550115285232872,0
OviDN_activation,right,555_2,555,2,24,1287.846,-0.06596174653336609,0
OviDN_activation,right,555_2,555,2,25,1276.615,-0.07410727295864036,0
OviDN_activation,right,555_2,555,2,26,1252.077,-0.09190398985147093,0
OviDN_activation,right,555_2,555,2,27,1255.615,-0.0893379785886608,0
OviDN_activation,right,555_2,555,2,28,1271.308,-0.07795628985285553,0
OviDN_activation,right,555_2,555,2,29,1282.577,-0.0697832031031079,0
OviDN_activation,right,555_2,555,2,30,1272.808,-0.07686838230785407,0
OviDN_activation,right,555_3,555,3,1,1307.289,-0.009930998282134508,0
OviDN_activation,right,555_3,555,3,2,1301.474,-0.014334960409093003,0
OviDN_activation,right,555_3,555,3,3,1308.0,-0.009392525870738548,0
OviDN_activation,right,555_3,555,3,4,1347.368,0.020422638534093793,0
OviDN_activation,right,555_3,555,3,5,1344.5,0.01825057260458106,0
OviDN_activation,right,555_3,555,3,6,1330.842,0.007906752358665647,0
OviDN_activation,right,555_3,555,3,7,1290.5,-0.02264606623561781,0
OviDN_activation,right,555_3,555,3,8,1329.711,0.007050194978512529,0
OviDN_activation,right,555_3,555,3,9,1312.526,-0.0059647816597988654,0
OviDN_activation,right,555_3,555,3,10,1328.553,0.00617318927893945,0
OviDN_activation,right,555_3,555,3,11,1323.658,0.0024659847025916347,3
OviDN_activation,right,555_3,555,3,12,1306.132,-0.010807246636543899,0
OviDN_activation,right,555_3,555,3,13,1331.526,0.008424776450641476,0
OviDN_activation,right,555_3,555,3,14,1335.526,0.011454157105471022,0
OviDN_activation,right,555_3,555,3,15,1335.895,0.011733617470878983,0
OviDN_activation,right,555_3,555,3,16,1287.026,-0.02527708333433722,0
OviDN_activation,right,555_3,555,3,17,1255.105,-0.04945229830504074,0
OviDN_activation,right,555_3,555,3,18,1211.474,-0.08249602514275778,0
OviDN_activation,right,555_3,555,3,19,1249.289,-0.053857017777162924,0
OviDN_activation,right,555_3,555,3,20,1226.947,-0.07077762342471343,0
OviDN_activation,right,555_3,555,3,21,1216.868,-0.07841090532972013,3
OviDN_activation,right,555_3,555,3,22,1227.684,-0.07021946003906102,0
OviDN_activation,right,555_3,555,3,23,1268.711,-0.03914786000763804,0
OviDN_activation,right,555_3,555,3,24,1259.842,-0.04586475426455879,0
OviDN_activation,right,555_3,555,3,25,1252.632,-0.051325212894889075,0
OviDN_activation,right,555_3,555,3,26,1220.5,-0.07566022769513486,0
OviDN_activation,right,555_3,555,3,27,1239.868,-0.060991966564450245,0
OviDN_activation,right,555_3,555,3,28,1236.0,-0.06392137765767036,0
OviDN_activation,right,555_3,555,3,29,1269.132,-0.038829017693717195,0
OviDN_activation,right,555_3,555,3,30,1255.763,-0.048953965187321355,0
OviDN_activation,right,555_4,555,4,1,2295.912,-0.026921696212620676,0
OviDN_activation,right,555_4,555,4,2,2333.412,-0.011028039839019803,0
OviDN_activation,right,555_4,555,4,3,2349.294,-0.004296758491672336,0
OviDN_activation,right,555_4,555,4,4,2383.647,0.01026310223905598,0
OviDN_activation,right,555_4,555,4,5,2343.132,-0.00690840410698235,0
OviDN_activation,right,555_4,555,4,6,2403.118,0.018515512459066182,0
OviDN_activation,right,555_4,555,4,7,2354.662,-0.002021634560645976,0
OviDN_activation,right,555_4,555,4,8,2369.912,0.004441785697951712,0
OviDN_activation,right,555_4,555,4,9,2392.456,0.013996628078924066,0
OviDN_activation,right,555_4,555,4,10,2362.441,0.0012753455174937878,0
OviDN_activation,right,555_4,555,4,11,2365.765,0.0026841592184497984,3
OviDN_activation,right,555_4,555,4,12,2316.941,-0.01800895754914194,0
OviDN_activation,right,555_4,555,4,13,2338.353,-0.008933891675234043,0
OviDN_activation,right,555_4,555,4,14,2394.647,0.014925241441978902,0
OviDN_activation,right,555_4,555,4,15,2384.471,0.0106123388484386,0
OviDN_activation,right,555_4,555,4,16,2386.323,0.01139727355787611,0
OviDN_activation,right,555_4,555,4,17,2387.603,0.01193977702876177,0
OviDN_activation,right,555_4,555,4,18,2423.779,0.027272281374665346,0
OviDN_activation,right,555_4,555,4,19,2411.147,0.021918450246363286,0
OviDN_activation,right,555_4,555,4,20,2425.823,0.028138591604735697,0
OviDN_activation,right,555_4,555,4,21,2403.279,0.018583749223763536,3
OviDN_activation,right,555_4,555,4,22,2415.559,0.02378839189757212,0
OviDN_activation,right,555_4,555,4,23,2412.823,0.02262879072855406,0
OviDN_activation,right,555_4,555,4,24,2424.25,0.027471905698717772,0
OviDN_activation,right,555_4,555,4,25,2437.677,0.033162682342140204,0
OviDN_activation,right,555_4,555,4,26,2435.412,0.03220270549717457,0
OviDN_activation,right,555_4,555,4,27,2375.485,0.0068037949504872524,0
OviDN_activation,right,555_4,555,4,28,2396.794,0.015835206248222104,0
OviDN_activation,right,555_4,555,4,29,2374.985,0.006591879532172574,0
OviDN_activation,right,555_4,555,4,30,2396.691,0.01579155167204925,0
OviDN_activation,right,555_5,555,5,1,770.405,-0.03849479074599218,0
OviDN_activation,right,555_5,555,5,2,788.857,-0.015465742231048801,0
OviDN_activation,right,555_5,555,5,3,791.976,-0.011573069224431142,0
OviDN_activation,right,555_5,555,5,4,801.405,0.00019480951215028624,0
OviDN_activation,right,555_5,555,5,5,808.143,0.008604181336000806,0
OviDN_activation,right,555_5,555,5,6,812.976,0.0146360148214073,0
OviDN_activation,right,555_5,555,5,7,809.143,0.009852232957231208,0
OviDN_activation,right,555_5,555,5,8,815.976,0.018380169685098507,0
OviDN_activation,right,555_5,555,5,9,809.643,0.010476258767846408,0
OviDN_activation,right,555_5,555,5,10,807.595,0.007920249047566543,0
OviDN_activation,right,555_5,555,5,11,797.619,-0.004530313925827947,3
OviDN_activation,right,555_5,555,5,12,785.643,-0.01947698014168324,0
OviDN_activation,right,555_5,555,5,13,795.69,-0.0069378055031813594,0
OviDN_activation,right,555_5,555,5,14,795.738,-0.006877899025362297,0
OviDN_activation,right,555_5,555,5,15,807.595,0.007920249047566543,0
OviDN_activation,right,555_5,555,5,16,839.048,0.047175216690126344,0
OviDN_activation,right,555_5,555,5,17,880.119,0.09843394482568021,0
OviDN_activation,right,555_5,555,5,18,874.929,0.09195655691149436,0
OviDN_activation,right,555_5,555,5,19,894.738,0.1166792114764475,0
OviDN_activation,right,555_5,555,5,20,909.833,0.1355185506989203,0
OviDN_activation,right,555_5,555,5,21,896.976,0.11947235100476107,3
OviDN_activation,right,555_5,555,5,22,891.048,0.11207390099410725,0
OviDN_activation,right,555_5,555,5,23,898.167,0.12095878048564651,0
OviDN_activation,right,555_5,555,5,24,890.905,0.11189542961227127,0
OviDN_activation,right,555_5,555,5,25,894.857,0.11682772961937381,0
OviDN_activation,right,555_5,555,5,26,903.952,0.12817875911446436,0
OviDN_activation,right,555_5,555,5,27,872.0,0.08830101371291055,0
OviDN_activation,right,555_5,555,5,28,854.024,0.06586603776967284,0
OviDN_activation,right,555_5,555,5,29,876.786,0.09427418877211918,0
OviDN_activation,right,555_5,555,5,30,864.357,0.07876215517184655,0
OviDN_activation,right,555_6,555,6,1,1287.583,-0.019227782293059326,0
OviDN_activation,right,555_6,555,6,2,1283.111,-0.022634175013051296,0
OviDN_activation,right,555_6,555,6,3,1303.528,-0.007082225065807098,0
OviDN_activation,right,555_6,555,6,4,1327.833,0.01143127561831754,0
OviDN_activation,right,555_6,555,6,5,1317.972,0.003919996858961256,0
OviDN_activation,right,555_6,555,6,6,1332.278,0.014817102013747807,0
OviDN_activation,right,555_6,555,6,7,1301.5,-0.008626984555105804,0
OviDN_activation,right,555_6,555,6,8,1321.167,0.0063536785987586995,0
OviDN_activation,right,555_6,555,6,9,1326.472,0.010394580517264445,0
OviDN_activation,right,555_6,555,6,10,1321.278,0.006438229044178973,0
OviDN_activation,right,555_6,555,6,11,1318.361,0.004216304275794284,3
OviDN_activation,right,555_6,555,6,12,1331.167,0.013970835843821276,0
OviDN_activation,right,555_6,555,6,13,1320.028,0.005486084388546151,0
OviDN_activation,right,555_6,555,6,14,1320.306,0.005697841359958906,0
OviDN_activation,right,555_6,555,6,15,1327.806,0.011410709293755837,0
OviDN_activation,right,555_6,555,6,16,1336.056,0.017694864020932462,0
OviDN_activation,right,555_6,555,6,17,1299.361,-0.010256294489824609,0
OviDN_activation,right,555_6,555,6,18,1294.028,-0.014318524448616544,0
OviDN_activation,right,555_6,555,6,19,1308.361,-0.0034008529692682917,0
OviDN_activation,right,555_6,555,6,20,1289.333,-0.017894779775173376,0
OviDN_activation,right,555_6,555,6,21,1315.361,0.0019311571022755112,3
OviDN_activation,right,555_6,555,6,22,1302.111,-0.008161576247432401,0
OviDN_activation,right,555_6,555,6,23,1330.389,0.013378221010155391,0
OviDN_activation,right,555_6,555,6,24,1317.639,0.0036663455227006077,0
OviDN_activation,right,555_6,555,6,25,1318.5,0.004322182761500574,0
OviDN_activation,right,555_6,555,6,26,1297.639,-0.011567968967424543,0
OviDN_activation,right,555_6,555,6,27,1301.333,-0.008754191081098286,0
OviDN_activation,right,555_6,555,6,28,1287.0,-0.019671862560446538,0
OviDN_activation,right,555_6,555,6,29,1299.667,-0.010023209478125837,0
OviDN_activation,right,555_6,555,6,30,1312.222,-0.0004598685569497255,0
OviDN_activation,right,555_7,555,7,1,645.25,-0.020091320544554585,0
OviDN_activation,right,555_7,555,7,2,650.944,-0.011444129501053203,0
OviDN_activation,right,555_7,555,7,3,661.0,0.0038274112670273826,0
OviDN_activation,right,555_7,555,7,4,659.639,0.0017605291085789495,0
OviDN_activation,right,555_7,555,7,5,664.5,0.009142685002934487,0
OviDN_activation,right,555_7,555,7,6,656.278,-0.0033436523275306856,0
OviDN_activation,right,555_7,555,7,7,656.444,-0.003091556487484897,0
OviDN_activation,right,555_7,555,7,8,647.222,-0.01709654345678067,0
OviDN_activation,right,555_7,555,7,9,671.611,0.019941802584658875,0
OviDN_activation,right,555_7,555,7,10,661.528,0.00462925827632997,0
OviDN_activation,right,555_7,555,7,11,668.861,0.015765516077874724,3
OviDN_activation,right,555_7,555,7,12,703.139,0.0678217883977101,0
OviDN_activation,right,555_7,555,7,13,676.889,0.02795723537840682,0
OviDN_activation,right,555_7,555,7,14,683.25,0.03761736573100826,0
OviDN_activation,right,555_7,555,7,15,686.167,0.04204726672747717,0
OviDN_activation,right,555_7,555,7,16,647.944,-0.016000078417545006,0
OviDN_activation,right,555_7,555,7,17,589.917,-0.1041227610099682,0
OviDN_activation,right,555_7,555,7,18,599.194,-0.09003424831053682,0
OviDN_activation,right,555_7,555,7,19,595.25,-0.09602380248608465,0
OviDN_activation,right,555_7,555,7,20,578.222,-0.12188336853609215,0
OviDN_activation,right,555_7,555,7,21,588.889,-0.10568393283868609,3
OviDN_activation,right,555_7,555,7,22,588.167,-0.10678039787792175,0
OviDN_activation,right,555_7,555,7,23,596.167,-0.09463120076727694,0
OviDN_activation,right,555_7,555,7,24,590.222,-0.10365957287012494,0
OviDN_activation,right,555_7,555,7,25,605.889,-0.07986688897856586,0
OviDN_activation,right,555_7,555,7,26,587.361,-0.10800442948681928,0
OviDN_activation,right,555_7,555,7,27,611.167,-0.07185145618481792,0
OviDN_activation,right,555_7,555,7,28,580.333,-0.11867749914852077,0
OviDN_activation,right,555_7,555,7,29,591.0,-0.1024780634511147,0
OviDN_activation,right,555_7,555,7,30,587.417,-0.1079193851070447,0
OviDN_activation,right,556_1,556,1,1,1253.86,-0.00714955889634347,0
OviDN_activation,right,556_1,556,1,2,1244.9,-0.014244401982723587,0
OviDN_activation,right,556_1,556,1,3,1257.58,-0.0042039320792302114,0
OviDN_activation,right,556_1,556,1,4,1243.14,-0.015638031874691132,0
OviDN_activation,right,556_1,556,1,5,1253.28,-0.0076088232925599925,0
OviDN_activation,right,556_1,556,1,6,1277.08,0.01123685365563756,0
OviDN_activation,right,556_1,556,1,7,1264.02,0.0008954863891056492,0
OviDN_activation,right,556_1,556,1,8,1281.1801,0.014483457019305921,0
OviDN_activation,right,556_1,556,1,9,1285.02,0.017524024872809404,0
OviDN_activation,right,556_1,556,1,10,1269.86,0.005519803757907009,0
OviDN_activation,right,556_1,556,1,11,1261.86,-0.0008148775692182303,3
OviDN_activation,right,556_1,556,1,12,1255.34,-0.005977642850825286,0
OviDN_activation,right,556_1,556,1,13,1258.1,-0.0037921777929670855,0
OviDN_activation,right,556_1,556,1,14,1266.1,0.0025425035341581537,0
OviDN_activation,right,556_1,556,1,15,1240.58,-0.017665129899371346,0
OviDN_activation,right,556_1,556,1,16,1269.2,0.004997192548419292,0
OviDN_activation,right,556_1,556,1,17,1262.4399,-0.00035569235651809717,0
OviDN_activation,right,556_1,556,1,18,1271.28,0.006644209693471797,0
OviDN_activation,right,556_1,556,1,19,1265.24,0.00186152529149227,0
OviDN_activation,right,556_1,556,1,20,1265.6801,0.0022100119480007703,0
OviDN_activation,right,556_1,556,1,21,1292.5,0.023446951913671518,3
OviDN_activation,right,556_1,556,1,22,1274.9,0.009510652993996062,0
OviDN_activation,right,556_1,556,1,23,1275.98,0.010365834973157911,0
OviDN_activation,right,556_1,556,1,24,1270.36,0.0059157213408523365,0
OviDN_activation,right,556_1,556,1,25,1250.98,-0.009430044174108462,0
OviDN_activation,right,556_1,556,1,26,1261.6,-0.0010207547123497933,0
OviDN_activation,right,556_1,556,1,27,1287.26,0.019297735644404478,0
OviDN_activation,right,556_1,556,1,28,1265.02,0.0016873215549963042,0
OviDN_activation,right,556_1,556,1,29,1269.8199,0.005488051167754843,0
OviDN_activation,right,556_1,556,1,30,1276.36,0.010666732336196267,0
OviDN_activation,right,556_2,556,2,1,789.3167,-0.04074204070441048,0
OviDN_activation,right,556_2,556,2,2,792.5667,-0.03679231004786836,0
OviDN_activation,right,556_2,556,2,3,818.3834,-0.005417229604560204,0
OviDN_activation,right,556_2,556,2,4,834.7167,0.014432658313131836,0
OviDN_activation,right,556_2,556,2,5,822.95,0.00013256732349064523,0
OviDN_activation,right,556_2,556,2,6,833.8666,0.013399530303554464,0
OviDN_activation,right,556_2,556,2,7,821.7667,-0.0013054992260128696,0
OviDN_activation,right,556_2,556,2,8,841.95,0.023223300392506165,0
OviDN_activation,right,556_2,556,2,9,824.8,0.0023808755433683613,0
OviDN_activation,right,556_2,556,2,10,853.0333,0.036692854172707214,0
OviDN_activation,right,556_2,556,2,11,817.9,-0.006004706465905668,3
OviDN_activation,right,556_2,556,2,12,828.6334,0.007039613235303431,0
OviDN_activation,right,556_2,556,2,13,835.1833,0.01499971810523734,0
OviDN_activation,right,556_2,556,2,14,816.35,-0.007888424163641088,0
OviDN_activation,right,556_2,556,2,15,822.15,-0.0008396740688890385,0
OviDN_activation,right,556_2,556,2,16,814.4333,-0.010217793009608555,0
OviDN_activation,right,556_2,556,2,17,847.2167,0.0296239300690631,0
OviDN_activation,right,556_2,556,2,18,833.5333,0.012994470233454443,0
OviDN_activation,right,556_2,556,2,19,857.55,0.042182007543908266,0
OviDN_activation,right,556_2,556,2,20,821.9,-0.0011434995040076638,0
OviDN_activation,right,556_2,556,2,21,839.05,0.01969892534513,3
OviDN_activation,right,556_2,556,2,22,837.0833,0.017308791412138865,0
OviDN_activation,right,556_2,556,2,23,838.4333,0.01894944876177947,0
OviDN_activation,right,556_2,556,2,24,843.45,0.025046253003217916,0
OviDN_activation,right,556_2,556,2,25,826.9333,0.0049734787463227076,0
OviDN_activation,right,556_2,556,2,26,838.6,0.019152039561916558,0
OviDN_activation,right,556_2,556,2,27,849.0167,0.03181147320191728,0
OviDN_activation,right,556_2,556,2,28,843.5167,0.025127313629307528,0
OviDN_activation,right,556_2,556,2,29,828.5833,0.006978726618105607,0
OviDN_activation,right,556_2,556,2,30,829.3,0.007849733375503615,0
OviDN_activation,right,556_3,556,3,1,803.655,-0.05364752077993046,0
OviDN_activation,right,556_3,556,3,2,830.138,-0.02246218290834979,0
OviDN_activation,right,556_3,556,3,3,829.345,-0.023395988479174984,0
OviDN_activation,right,556_3,556,3,4,850.897,0.001982797980376639,0
OviDN_activation,right,556_3,556,3,5,869.207,0.02354393291330112,0
OviDN_activation,right,556_3,556,3,6,853.69,0.005271724789096376,0
OviDN_activation,right,556_3,556,3,7,855.517,0.007423128039913039,0
OviDN_activation,right,556_3,556,3,8,856.31,0.0083569336107381,0
OviDN_activation,right,556_3,556,3,9,871.207,0.02589905415119566,0
OviDN_activation,right,556_3,556,3,10,862.517,0.01566605237254394,0
OviDN_activation,right,556_3,556,3,11,858.862,0.011362068310291561,3
OviDN_activation,right,556_3,556,3,12,865.931,0.01968624432562991,0
OviDN_activation,right,556_3,556,3,13,877.379,0.03316695829133825,0
OviDN_activation,right,556_3,556,3,14,835.345,-0.016330624765491353,0
OviDN_activation,right,556_3,556,3,15,857.0,0.00916945043781178,0
OviDN_activation,right,556_3,556,3,16,851.862,0.0031191439776606595,0
OviDN_activation,right,556_3,556,3,17,845.897,-0.003905005114359719,0
OviDN_activation,right,556_3,556,3,18,871.621,0.026386564247439816,0
OviDN_activation,right,556_3,556,3,19,877.379,0.03316695829133825,0
OviDN_activation,right,556_3,556,3,20,851.897,0.0031603585993239106,0
OviDN_activation,right,556_3,556,3,21,847.276,-0.002281149020831543,3
OviDN_activation,right,556_3,556,3,22,869.862,0.02431523511871155,0
OviDN_activation,right,556_3,556,3,23,848.759,-0.0005348266229326674,0
OviDN_activation,right,556_3,556,3,24,864.31,0.017777418562316273,0
OviDN_activation,right,556_3,556,3,25,844.828,-0.005163817416014439,0
OviDN_activation,right,556_3,556,3,26,873.931,0.029106729277208084,0
OviDN_activation,right,556_3,556,3,27,880.552,0.03690335813525795,0
OviDN_activation,right,556_3,556,3,28,856.621,0.008723154963230742,0
OviDN_activation,right,556_3,556,3,29,863.862,0.017249871405027917,0
OviDN_activation,right,556_3,556,3,30,865.241,0.01887372749855623,0
OviDN_activation,right,556_4,556,4,1,773.1111,-0.052524733928954126,0
OviDN_activation,right,556_4,556,4,2,786.3333,-0.03632045557485389,0
OviDN_activation,right,556_4,556,4,3,819.4815,0.00430384747133989,0
OviDN_activation,right,556_4,556,4,4,809.8519,-0.007497571266740222,0
OviDN_activation,right,556_4,556,4,5,837.8889,0.02686277362396688,0
OviDN_activation,right,556_4,556,4,6,837.2222,0.026045708961605213,0
OviDN_activation,right,556_4,556,4,7,840.8148,0.0304485685776252,0
OviDN_activation,right,556_4,556,4,8,813.037,-0.003594117455298476,0
OviDN_activation,right,556_4,556,4,9,834.4815,0.0226868832226901,0
OviDN_activation,right,556_4,556,4,10,813.5555,-0.002958677186160116,0
OviDN_activation,right,556_4,556,4,11,809.8889,-0.007452226445220182,3
OviDN_activation,right,556_4,556,4,12,802.2593,-0.01680257374978693,0
OviDN_activation,right,556_4,556,4,13,820.8148,0.005937854242491583,0
OviDN_activation,right,556_4,556,4,14,801.2593,-0.018028109466543613,0
OviDN_activation,right,556_4,556,4,15,810.4445,-0.006771318800990277,0
OviDN_activation,right,556_4,556,4,16,836.3704,0.025001797638071838,0
OviDN_activation,right,556_4,556,4,17,799.963,-0.019616771416175405,0
OviDN_activation,right,556_4,556,4,18,835.1481,0.023503825331480127,0
OviDN_activation,right,556_4,556,4,19,808.8889,-0.008677762161976863,0
OviDN_activation,right,556_4,556,4,20,815.5555,-0.0005076057526467541,0
OviDN_activation,right,556_4,556,4,21,814.2963,-0.0020508003271868624,3
OviDN_activation,right,556_4,556,4,22,824.4445,0.010386181233603254,0
OviDN_activation,right,556_4,556,4,23,846.4074,0.03730249962715869,0
OviDN_activation,right,556_4,556,4,24,809.3333,-0.008133134089450227,0
OviDN_activation,right,556_4,556,4,25,804.2222,-0.014396969691365254,0
OviDN_activation,right,556_4,556,4,26,805.7778,-0.012490526330378669,0
OviDN_activation,right,556_4,556,4,27,831.7407,0.019327934930203346,0
OviDN_activation,right,556_4,556,4,28,813.8519,-0.0025954283997134983,0
OviDN_activation,right,556_4,556,4,29,829.6667,0.016786173853650044,0
OviDN_activation,right,556_4,556,4,30,807.3333,-0.010584205522963588,0
OviDN_activation,right,556_5,556,5,1,417.4,-0.032177148217240416,0
OviDN_activation,right,556_5,556,5,2,425.1,-0.01432320485660962,0
OviDN_activation,right,556_5,556,5,3,439.9,0.01999346549888822,0
OviDN_activation,right,556_5,556,5,4,436.4,0.011878036698601544,0
OviDN_activation,right,556_5,556,5,5,430.45,-0.0019181922618857787,0
OviDN_activation,right,556_5,556,5,6,418.2,-0.030322193062889146,0
OviDN_activation,right,556_5,556,5,7,431.85,0.001327979258228971,0
OviDN_activation,right,556_5,556,5,8,438.35,0.016399489887332797,0
OviDN_activation,right,556_5,556,5,9,442.9,0.026949547327705374,0
OviDN_activation,right,556_5,556,5,10,431.05,-0.0005269758961222958,0
OviDN_activation,right,556_5,556,5,11,432.45,0.002719195623992322,3
OviDN_activation,right,556_5,556,5,12,431.4,0.0002845669839062928,0
OviDN_activation,right,556_5,556,5,13,435.1,0.008863734572780885,0
OviDN_activation,right,556_5,556,5,14,429.1,-0.005048429084853418,0
OviDN_activation,right,556_5,556,5,15,446.05,0.03425343324796346,0
OviDN_activation,right,556_5,556,5,16,437.15,0.013617057155805832,0
OviDN_activation,right,556_5,556,5,17,448.9,0.04086171098533967,0
OviDN_activation,right,556_5,556,5,18,460.7,0.0682222995120205,0
OviDN_activation,right,556_5,556,5,19,472.35,0.09523508394726052,0
OviDN_activation,right,556_5,556,5,20,455.05,0.05512167873441491,0
OviDN_activation,right,556_5,556,5,21,428.7,-0.005975906662029117,3
OviDN_activation,right,556_5,556,5,22,465.45,0.07923609574098099,0
OviDN_activation,right,556_5,556,5,23,437.9,0.015356077613010121,0
OviDN_activation,right,556_5,556,5,24,451.65,0.04723811932842206,0
OviDN_activation,right,556_5,556,5,25,449.15,0.041441384471074434,0
OviDN_activation,right,556_5,556,5,26,442.45,0.025906135053382826,0
OviDN_activation,right,556_5,556,5,27,455.2,0.05546948282585572,0
OviDN_activation,right,556_5,556,5,28,436.2,0.01141429791001376,0
OviDN_activation,right,556_5,556,5,29,452.55,0.04932494387706729,0
OviDN_activation,right,556_5,556,5,30,440.95,0.02242809413897425,0
OviDN_activation,right,556_6,556,6,1,540.267,-0.036551449881419486,0
OviDN_activation,right,556_6,556,6,2,567.633,0.012249852109161203,0
OviDN_activation,right,556_6,556,6,3,554.667,-0.010872185514527679,0
OviDN_activation,right,556_6,556,6,4,562.133,0.0024417997468066783,0
OviDN_activation,right,556_6,556,6,5,557.167,-0.006413979895275622,0
OviDN_activation,right,556_6,556,6,6,560.367,-0.0007074767026331108,0
OviDN_activation,right,556_6,556,6,7,552.2,-0.01527154281960558,0
OviDN_activation,right,556_6,556,6,8,562.9,0.003809577230793101,0
OviDN_activation,right,556_6,556,6,9,585.9,0.04482506892791203,0
OviDN_activation,right,556_6,556,6,10,568.4,0.013617629593147626,0
