population,side,stack_cell,stack,cell,Time (sec),ROI_mean_Fluo,deltaF_F,led
Vglut_activation,left,506_2,506,2,25,1899.545,0.15946282815108717,0
Vglut_activation,left,506_2,506,2,26,1886.818,0.15169439759857117,0
Vglut_activation,left,506_2,506,2,27,1875.364,0.14470299321823668,0
Vglut_activation,left,506_2,506,2,28,1909.0,0.16523406338908808,0
Vglut_activation,left,506_2,506,2,29,1917.455,0.1703949088610392,0
Vglut_activation,left,506_2,506,2,30,1895.182,0.1567996976018118,0
Vglut_activation,left,506_3,506,3,1,1308.588,-0.01758033138830491,0
Vglut_activation,left,506_3,506,3,2,1345.823,0.010373765975232423,0
Vglut_activation,left,506_3,506,3,3,1328.882,-0.0023446538833867595,0
Vglut_activation,left,506_3,506,3,4,1299.412,-0.024469193947934717,0
Vglut_activation,left,506_3,506,3,5,1365.235,0.024947283848764837,0
Vglut_activation,left,506_3,506,3,6,1341.588,0.007194348697547885,0
Vglut_activation,left,506_3,506,3,7,1344.823,0.009623018093842943,0
Vglut_activation,left,506_3,506,3,8,1336.647,0.003484903415602447,0
Vglut_activation,left,506_3,506,3,9,1309.529,-0.01687387763191739,0
Vglut_activation,left,506_3,506,3,10,1319.235,-0.009587118695151182,0
Vglut_activation,left,506_3,506,3,11,1352.294,0.015231855515703741,3
Vglut_activation,left,506_3,506,3,12,1408.882,0.057715176627771536,0
Vglut_activation,left,506_3,506,3,13,1346.588,0.010948088104495277,0
Vglut_activation,left,506_3,506,3,14,1366.353,0.0257866199801584,0
Vglut_activation,left,506_3,506,3,15,1390.0,0.04353955513137535,0
Vglut_activation,left,506_3,506,3,16,1423.353,0.06857924921935868,0
Vglut_activation,left,506_3,506,3,17,1420.471,0.06641559382519416,0
Vglut_activation,left,506_3,506,3,18,1390.823,0.04415742063775896,0
Vglut_activation,left,506_3,506,3,19,1370.0,0.02852459750358578,0
Vglut_activation,left,506_3,506,3,20,1381.353,0.03704783820100058,0
Vglut_activation,left,506_3,506,3,21,1425.941,0.07052218473639463,3
Vglut_activation,left,506_3,506,3,22,1445.706,0.08536071661205757,0
Vglut_activation,left,506_3,506,3,23,1484.059,0.1141541501069883,0
Vglut_activation,left,506_3,506,3,24,1404.0,0.05405002547082805,0
Vglut_activation,left,506_3,506,3,25,1415.235,0.06248467791823877,0
Vglut_activation,left,506_3,506,3,26,1419.471,0.06566484594380469,0
Vglut_activation,left,506_3,506,3,27,1437.235,0.0790011313088073,0
Vglut_activation,left,506_3,506,3,28,1457.765,0.09441398531373345,0
Vglut_activation,left,506_3,506,3,29,1460.882,0.09675406646002442,0
Vglut_activation,left,506_3,506,3,30,1440.412,0.08138625732798177,0
Vglut_activation,left,506_4,506,4,1,943.87,-0.005865283469870052,0
Vglut_activation,left,506_4,506,4,2,890.217,-0.06237551257556372,0
Vglut_activation,left,506_4,506,4,3,928.957,-0.021572458215983224,0
Vglut_activation,left,506_4,506,4,4,931.087,-0.019329027503905107,0
Vglut_activation,left,506_4,506,4,5,951.739,0.002422771118553799,0
Vglut_activation,left,506_4,506,4,6,966.652,0.01812994586466697,0
Vglut_activation,left,506_4,506,4,7,958.913,0.00997881427744976,0
Vglut_activation,left,506_4,506,4,8,974.826,0.02673924287899867,0
Vglut_activation,left,506_4,506,4,9,999.478,0.052704056923200404,0
Vglut_activation,left,506_4,506,4,10,975.652,0.027609230563588612,0
Vglut_activation,left,506_4,506,4,11,922.435,-0.028441779861135157,3
Vglut_activation,left,506_4,506,4,12,856.087,-0.09832306666158545,0
Vglut_activation,left,506_4,506,4,13,875.739,-0.07762452189456229,0
Vglut_activation,left,506_4,506,4,14,868.478,-0.08527219813888126,0
Vglut_activation,left,506_4,506,4,15,865.957,-0.08792745110843471,0
Vglut_activation,left,506_4,506,4,16,889.652,-0.06297060100388485,0
Vglut_activation,left,506_4,506,4,17,865.522,-0.0883856165355492,0
Vglut_activation,left,506_4,506,4,18,843.739,-0.1113286452685059,0
Vglut_activation,left,506_4,506,4,19,861.957,-0.09214046653017767,0
Vglut_activation,left,506_4,506,4,20,858.522,-0.09575839352359937,0
Vglut_activation,left,506_4,506,4,21,885.043,-0.0678250480235882,3
Vglut_activation,left,506_4,506,4,22,742.435,-0.21802747383956797,0
Vglut_activation,left,506_4,506,4,23,702.565,-0.2600207050557907,0
Vglut_activation,left,506_4,506,4,24,709.174,-0.25305975032521605,0
Vglut_activation,left,506_4,506,4,25,703.348,-0.25919600728698466,0
Vglut_activation,left,506_4,506,4,26,708.174,-0.25411300418065175,0
Vglut_activation,left,506_4,506,4,27,754.13,-0.20570967000024698,0
Vglut_activation,left,506_4,506,4,28,723.783,-0.23767276475115529,0
Vglut_activation,left,506_4,506,4,29,708.043,-0.2542509804357138,0
Vglut_activation,left,506_4,506,4,30,687.957,-0.2754066373759961,0
Vglut_activation,left,508_1,508,1,1,654.4,0.00467557118731588,1
Vglut_activation,left,508_1,508,1,2,665.0,0.02094935030495887,1
Vglut_activation,left,508_1,508,1,3,659.0,0.011737777219500593,1
Vglut_activation,left,508_1,508,1,4,670.4,0.02923976608187128,1
Vglut_activation,left,508_1,508,1,5,680.05,0.044055046127649974,1
Vglut_activation,left,508_1,508,1,6,674.75,0.03591815656882857,1
Vglut_activation,left,508_1,508,1,7,642.5,-0.013594048765509665,1
Vglut_activation,left,508_1,508,1,8,644.8,-0.010062945749417396,1
Vglut_activation,left,508_1,508,1,9,634.4,-0.02602967243087837,1
Vglut_activation,left,508_1,508,1,10,640.6,-0.016511046909238086,1
Vglut_activation,left,508_1,508,1,11,599.0,-0.08037795363508217,3
Vglut_activation,left,508_1,508,1,12,533.0,-0.18170525757512318,0
Vglut_activation,left,508_1,508,1,13,543.65,-0.1653547153484348,0
Vglut_activation,left,508_1,508,1,14,560.95,-0.13879467961869665,0
Vglut_activation,left,508_1,508,1,15,558.05,-0.14324693994333496,0
Vglut_activation,left,508_1,508,1,16,549.55,-0.15629666848106752,0
Vglut_activation,left,508_1,508,1,17,573.4,-0.11968066546637084,0
Vglut_activation,left,508_1,508,1,18,588.35,-0.09672849586177057,0
Vglut_activation,left,508_1,508,1,19,594.75,-0.08690281790394844,0
Vglut_activation,left,508_1,508,1,20,608.5,-0.06579296291643989,0
Vglut_activation,left,508_1,508,1,21,592.35,-0.09058744713813172,3
Vglut_activation,left,508_1,508,1,22,518.2,-0.20442713785258687,0
Vglut_activation,left,508_1,508,1,23,520.6,-0.2007425086184036,0
Vglut_activation,left,508_1,508,1,24,555.3,-0.14746891094083667,0
Vglut_activation,left,508_1,508,1,25,573.8,-0.11906656059400698,0
Vglut_activation,left,508_1,508,1,26,542.95,-0.1664293988750715,0
Vglut_activation,left,508_1,508,1,27,529.7,-0.18677162277212517,0
Vglut_activation,left,508_1,508,1,28,536.6,-0.1761783137238482,0
Vglut_activation,left,508_1,508,1,29,558.2,-0.14301665061619837,0
Vglut_activation,left,508_1,508,1,30,534.4,-0.17955589052184964,0
Vglut_activation,left,508_2,508,2,1,737.895,-0.07272300426576114,1
Vglut_activation,left,508_2,508,2,2,780.368,-0.019349237212426464,1
Vglut_activation,left,508_2,508,2,3,781.526,-0.017894034560206083,1
Vglut_activation,left,508_2,508,2,4,792.947,-0.0035418156560519855,1
Vglut_activation,left,508_2,508,2,5,789.684,-0.0076422701069980585,1
Vglut_activation,left,508_2,508,2,6,761.842,-0.042629966344582895,1
Vglut_activation,left,508_2,508,2,7,808.053,0.015441164710479035,1
Vglut_activation,left,508_2,508,2,8,806.579,0.013588860125528181,1
Vglut_activation,left,508_2,508,2,9,821.632,0.03250523795270887,1
Vglut_activation,left,508_2,508,2,10,839.947,0.05552081357914981,1
Vglut_activation,left,508_2,508,2,11,832.947,0.04672425177816231,3
Vglut_activation,left,508_2,508,2,12,893.474,0.12278560836792958,0
Vglut_activation,left,508_2,508,2,13,892.0,0.12093330378297872,0
Vglut_activation,left,508_2,508,2,14,875.053,0.09963682766278797,0
Vglut_activation,left,508_2,508,2,15,884.053,0.1109466928354862,0
Vglut_activation,left,508_2,508,2,16,856.421,0.07622289345193102,0
Vglut_activation,left,508_2,508,2,17,855.263,0.0747676907997105,0
Vglut_activation,left,508_2,508,2,18,852.421,0.0711962867085096,0
Vglut_activation,left,508_2,508,2,19,876.474,0.1014225297083885,0
Vglut_activation,left,508_2,508,2,20,840.211,0.055852569624215635,0
Vglut_activation,left,508_2,508,2,21,866.316,0.08865746188346976,3
Vglut_activation,left,508_2,508,2,22,884.421,0.11140914065588103,0
Vglut_activation,left,508_2,508,2,23,907.053,0.1398496816101594,0
Vglut_activation,left,508_2,508,2,24,910.684,0.1444125838815002,0
Vglut_activation,left,508_2,508,2,25,906.053,0.13859302992430406,0
Vglut_activation,left,508_2,508,2,26,898.737,0.12939936619058623,0
Vglut_activation,left,508_2,508,2,27,902.789,0.13449131882167215,0
Vglut_activation,left,508_2,508,2,28,936.632,0.17702018182607496,0
Vglut_activation,left,508_2,508,2,29,906.105,0.13865837581196855,0
Vglut_activation,left,508_2,508,2,30,917.105,0.15248154435637748,0
Vglut_activation,left,508_3,508,3,1,1048.071,-0.036452040200495965,1
Vglut_activation,left,508_3,508,3,2,1110.071,0.02054788967788943,1
Vglut_activation,left,508_3,508,3,3,1091.929,0.0038689747125078507,1
Vglut_activation,left,508_3,508,3,4,1105.214,0.01608258871951336,1
Vglut_activation,left,508_3,508,3,5,1069.071,-0.0171456123384622,1
Vglut_activation,left,508_3,508,3,6,1052.0,-0.03283989948288014,1
Vglut_activation,left,508_3,508,3,7,1103.214,0.014243881304081574,1
Vglut_activation,left,508_3,508,3,8,1111.857,0.02218985539987007,1
Vglut_activation,left,508_3,508,3,9,1080.286,-0.0068350605064283225,1
Vglut_activation,left,508_3,508,3,10,1121.571,0.0311204573166222,1
Vglut_activation,left,508_3,508,3,11,1071.643,-0.014781034602216817,3
Vglut_activation,left,508_3,508,3,12,1081.0,-0.006178641959119229,0
Vglut_activation,left,508_3,508,3,13,1072.857,-0.013664939201049775,0
Vglut_activation,left,508_3,508,3,14,1055.5,-0.02962216150587451,0
Vglut_activation,left,508_3,508,3,15,1087.643,-7.137527876252173e-05,0
Vglut_activation,left,508_3,508,3,16,1083.571,-0.003814983576581747,0
Vglut_activation,left,508_3,508,3,17,1093.643,0.005444746967532839,0
Vglut_activation,left,508_3,508,3,18,1083.071,-0.004274660430439693,0
Vglut_activation,left,508_3,508,3,19,1076.643,-0.01018426606363735,0
Vglut_activation,left,508_3,508,3,20,1091.857,0.0038027812455521995,0
Vglut_activation,left,508_3,508,3,21,1080.571,-0.006573044699729427,3
Vglut_activation,left,508_3,508,3,22,1093.357,0.005181811807126039,0
Vglut_activation,left,508_3,508,3,23,1054.0,-0.03100119206744835,0
Vglut_activation,left,508_3,508,3,24,1025.0,-0.05766244959120926,0
Vglut_activation,left,508_3,508,3,25,1117.786,0.02764070353291768,0
Vglut_activation,left,508_3,508,3,26,1077.714,-0.009199638242673707,0
Vglut_activation,left,508_3,508,3,27,1066.714,-0.019312529027548535,0
Vglut_activation,left,508_3,508,3,28,1077.643,-0.009264912355921456,0
Vglut_activation,left,508_3,508,3,29,1074.286,-0.012351182752723682,0
Vglut_activation,left,508_3,508,3,30,1105.071,0.01595112113930996,0
Vglut_activation,left,509_1,509,1,1,377.125,-0.04841507648635862,0
Vglut_activation,left,509_1,509,1,2,399.9375,0.009146822267781107,0
Vglut_activation,left,509_1,509,1,3,392.125,-0.01056615675760921,0
Vglut_activation,left,509_1,509,1,4,391.625,-0.01182778741523419,0
Vglut_activation,left,509_1,509,1,5,379.875,-0.04147610786942123,0
Vglut_activation,left,509_1,509,1,6,395.0625,-0.0031540766440624505,0
Vglut_activation,left,509_1,509,1,7,393.375,-0.007412080113546759,0
Vglut_activation,left,509_1,509,1,8,410.3125,0.035325658413499446,0
Vglut_activation,left,509_1,509,1,9,410.6875,0.036271881406718186,0
Vglut_activation,left,509_1,509,1,10,411.75,0.038952846554171264,0
Vglut_activation,left,509_1,509,1,11,397.5625,0.0031540766440624505,3
Vglut_activation,left,509_1,509,1,12,404.375,0.020343794354202808,0
Vglut_activation,left,509_1,509,1,13,418.6875,0.05645797192871787,0
Vglut_activation,left,509_1,509,1,14,434.5625,0.09651474530831099,0
Vglut_activation,left,509_1,509,1,15,417.25,0.05283078378804605,0
Vglut_activation,left,509_1,509,1,16,401.625,0.013404825737265416,0
Vglut_activation,left,509_1,509,1,17,427.25,0.07806339694054565,0
Vglut_activation,left,509_1,509,1,18,406.75,0.026336539977921465,0
Vglut_activation,left,509_1,509,1,19,416.25,0.05030752247279609,0
Vglut_activation,left,509_1,509,1,20,433.8125,0.09462229932187352,0
Vglut_activation,left,509_1,509,1,21,423.4375,0.06844346317615518,3
Vglut_activation,left,509_1,509,1,22,401.75,0.013720233401671661,0
Vglut_activation,left,509_1,509,1,23,426.125,0.07522472796088946,0
Vglut_activation,left,509_1,509,1,24,422.9375,0.0671818325185302,0
Vglut_activation,left,509_1,509,1,25,408.125,0.02980602428639016,0
Vglut_activation,left,509_1,509,1,26,425.875,0.07459391263207696,0
Vglut_activation,left,509_1,509,1,27,425.5,0.07364768963885822,0
Vglut_activation,left,509_1,509,1,28,409.875,0.03422173158807759,0
Vglut_activation,left,509_1,509,1,29,432.625,0.0916259265100142,0
Vglut_activation,left,509_1,509,1,30,426.25,0.0755401356252957,0
Vglut_activation,left,509_2,509,2,1,449.6429,-0.002707551164431927,0
Vglut_activation,left,509_2,509,2,2,459.7143,0.019630466780925428,0
Vglut_activation,left,509_2,509,2,3,443.2143,-0.016965964310918506,0
Vglut_activation,left,509_2,509,2,4,430.7143,-0.04469053331989118,0
Vglut_activation,left,509_2,509,2,5,450.8571,-1.4497429176345331e-05,0
Vglut_activation,left,509_2,509,2,6,436.0714,-0.032808670228853774,0
Vglut_activation,left,509_2,509,2,7,445.7143,-0.01142105050912397,0
Vglut_activation,left,509_2,509,2,8,455.7143,0.010758604698054171,0
Vglut_activation,left,509_2,509,2,9,459.7857,0.01978882951910477,0
Vglut_activation,left,509_2,509,2,10,458.0714,0.015986571226938136,0
Vglut_activation,left,509_2,509,2,11,470.0,0.0424437947373727,3
Vglut_activation,left,509_2,509,2,12,459.2857,0.01867984675874586,0
Vglut_activation,left,509_2,509,2,13,497.5,0.10343784655711259,0
Vglut_activation,left,509_2,509,2,14,498.4286,0.10549744933965119,0
Vglut_activation,left,509_2,509,2,15,478.0,0.06018751890311521,0
Vglut_activation,left,509_2,509,2,16,476.1429,0.05606853513459015,0
Vglut_activation,left,509_2,509,2,17,486.4286,0.07888186309103741,0
Vglut_activation,left,509_2,509,2,18,457.5714,0.01487758846657923,0
Vglut_activation,left,509_2,509,2,19,477.2143,0.05844486339348718,0
Vglut_activation,left,509_2,509,2,20,474.2143,0.05179096683133374,0
Vglut_activation,left,509_2,509,2,21,447.5,-0.007460429478778125,3
Vglut_activation,left,509_2,509,2,22,513.0714,0.13797467486641804,0
Vglut_activation,left,509_2,509,2,23,486.2857,0.07856491581812684,0
Vglut_activation,left,509_2,509,2,24,490.0,0.08680310515172898,0
Vglut_activation,left,509_2,509,2,25,481.6429,0.06826734549853813,0
Vglut_activation,left,509_2,509,2,26,486.8571,0.07983226131666497,0
Vglut_activation,left,509_2,509,2,27,478.0,0.06018751890311521,0
Vglut_activation,left,509_2,509,2,28,524.2143,0.16268924286722444,0
Vglut_activation,left,509_2,509,2,29,508.9286,0.12878608730718824,0
Vglut_activation,left,509_2,509,2,30,491.9286,0.0910806734549854,0
Vglut_activation,left,509_3,509,3,1,219.684,-0.031922794957155096,0
Vglut_activation,left,509_3,509,3,2,229.526,0.011447754796271156,0
Vglut_activation,left,509_3,509,3,3,224.0,-0.012903561799688365,0
Vglut_activation,left,509_3,509,3,4,220.053,-0.030296729842441188,0
Vglut_activation,left,509_3,509,3,5,222.263,-0.020557965876268437,0
Vglut_activation,left,509_3,509,3,6,216.105,-0.04769430456572171,0
Vglut_activation,left,509_3,509,3,7,230.158,0.014232776889764789,0
Vglut_activation,left,509_3,509,3,8,235.789,0.03904679494113066,0
Vglut_activation,left,509_3,509,3,9,228.579,0.007274628336558219,0
Vglut_activation,left,509_3,509,3,10,231.421,0.019798414396224605,0
Vglut_activation,left,509_3,509,3,11,238.632,0.051574987681324874,3
Vglut_activation,left,509_3,509,3,12,275.105,0.2122998465673962,0
Vglut_activation,left,509_3,509,3,13,282.158,0.24338016432912296,0
Vglut_activation,left,509_3,509,3,14,265.842,0.17148076483949656,0
Vglut_activation,left,509_3,509,3,15,263.895,0.16290095785210368,0
Vglut_activation,left,509_3,509,3,16,273.263,0.20418274103540954,0
Vglut_activation,left,509_3,509,3,17,309.632,0.36444930514660223,0
Vglut_activation,left,509_3,509,3,18,291.526,0.28466194751242885,0
Vglut_activation,left,509_3,509,3,19,284.211,0.2524270794524499,0
Vglut_activation,left,509_3,509,3,20,267.263,0.17774265786932975,0
Vglut_activation,left,509_3,509,3,21,271.0,0.1942104230012699,3
Vglut_activation,left,509_3,509,3,22,306.421,0.3502994539722218,0
Vglut_activation,left,509_3,509,3,23,319.421,0.4075863008320613,0
Vglut_activation,left,509_3,509,3,24,299.053,0.31783103184427586,0
Vglut_activation,left,509_3,509,3,25,315.684,0.39111853570012145,0
Vglut_activation,left,509_3,509,3,26,305.211,0.3449673705337291,0
Vglut_activation,left,509_3,509,3,27,301.526,0.3287287527892285,0
Vglut_activation,left,509_3,509,3,28,296.421,0.30623264869542216,0
Vglut_activation,left,509_3,509,3,29,294.684,0.29857824461884225,0
Vglut_activation,left,509_3,509,3,30,314.526,0.386015599649068,0
Vglut_activation,right,516_1,516,1,1,1170.6923,-0.02302251209096978,0
Vglut_activation,right,516_1,516,1,2,1193.3462,-0.004117159836289021,0
Vglut_activation,right,516_1,516,1,3,1172.0,-0.021931197608984456,0
Vglut_activation,right,516_1,516,1,4,1207.5,0.007694606559002789,0
Vglut_activation,right,516_1,516,1,5,1201.9615,0.003072563843949248,0
Vglut_activation,right,516_1,516,1,6,1209.8846,0.009684626069396735,0
Vglut_activation,right,516_1,516,1,7,1185.1538,-0.010953960908565527,0
Vglut_activation,right,516_1,516,1,8,1194.8077,-0.0028974946872322113,0
Vglut_activation,right,516_1,516,1,9,1226.0,0.023133405914151074,0
Vglut_activation,right,516_1,516,1,10,1199.5769,0.0010825443335554916,0
Vglut_activation,right,516_1,516,1,11,1220.1538,0.01825457841198528,3
Vglut_activation,right,516_1,516,1,12,1199.8077,0.0012751537871321897,0
Vglut_activation,right,516_1,516,1,13,1235.3462,0.030933087348371944,0
Vglut_activation,right,516_1,516,1,14,1171.1154,-0.02266942257706908,0
Vglut_activation,right,516_1,516,1,15,1194.2307,-0.0033790183211738615,0
Vglut_activation,right,516_1,516,1,16,1213.8846,0.013022744848888256,0
Vglut_activation,right,516_1,516,1,17,1235.5769,0.03112561334897918,0
Vglut_activation,right,516_1,516,1,18,1224.1538,0.0215926971914768,0
Vglut_activation,right,516_1,516,1,19,1177.7693,-0.017116545440354406,0
Vglut_activation,right,516_1,516,1,20,1194.5769,-0.003090104140808909,0
Vglut_activation,right,516_1,516,1,21,1213.2307,0.012477045881410862,3
Vglut_activation,right,516_1,516,1,22,1147.6923,-0.04221669507304602,0
Vglut_activation,right,516_1,516,1,23,1157.6154,-0.03393557345785297,0
Vglut_activation,right,516_1,516,1,24,1177.5769,-0.017277108953647872,0
Vglut_activation,right,516_1,516,1,25,1194.9231,-0.002801189960443957,0
Vglut_activation,right,516_1,516,1,26,1179.0,-0.016089489744874296,0
Vglut_activation,right,516_1,516,1,27,1183.2307,-0.012558844964775544,0
Vglut_activation,right,516_1,516,1,28,1168.7693,-0.02462731269421033,0
Vglut_activation,right,516_1,516,1,29,1164.5385,-0.028158040927278357,0
Vglut_activation,right,516_1,516,1,30,1173.5769,-0.020615227733139393,0
Vglut_activation,right,518_1,518,1,1,641.188,-0.06462623737231077,0
Vglut_activation,right,518_1,518,1,2,646.812,-0.056421869790543575,0
Vglut_activation,right,518_1,518,1,3,673.375,-0.017671404627940254,0
Vglut_activation,right,518_1,518,1,4,682.812,-0.0039045808603127953,0
Vglut_activation,right,518_1,518,1,5,712.0,0.03867526995345319,0
Vglut_activation,right,518_1,518,1,6,708.875,0.03411647751159288,0
Vglut_activation,right,518_1,518,1,7,706.75,0.031016498651127863,0
Vglut_activation,right,518_1,518,1,8,708.625,0.033751774116244054,0
Vglut_activation,right,518_1,518,1,9,688.062,0.0037541904420125265,0
Vglut_activation,right,518_1,518,1,10,711.25,0.03758115976740671,0
Vglut_activation,right,518_1,518,1,11,660.625,-0.03627127779073032,3
Vglut_activation,right,518_1,518,1,12,610.188,-0.10984945839556505,0
Vglut_activation,right,518_1,518,1,13,625.938,-0.08687314448858909,0
Vglut_activation,right,518_1,518,1,14,617.812,-0.09872746365100726,0
Vglut_activation,right,518_1,518,1,15,645.125,-0.05888288830235746,0
Vglut_activation,right,518_1,518,1,16,621.25,-0.09371206255817023,0
Vglut_activation,right,518_1,518,1,17,615.688,-0.1018259836978909,0
Vglut_activation,right,518_1,518,1,18,631.875,-0.07821216825584518,0
Vglut_activation,right,518_1,518,1,19,654.5,-0.04520651097677653,0
Vglut_activation,right,518_1,518,1,20,646.438,-0.05696746606998545,0
Vglut_activation,right,518_1,518,1,21,661.625,-0.03481246420933502,3
Vglut_activation,right,518_1,518,1,22,547.312,-0.20157382113937586,0
Vglut_activation,right,518_1,518,1,23,518.688,-0.24333090109323496,0
Vglut_activation,right,518_1,518,1,24,498.125,-0.27332848476746646,0
Vglut_activation,right,518_1,518,1,25,514.688,-0.24916615541881615,0
Vglut_activation,right,518_1,518,1,26,475.375,-0.30651649374420953,0
Vglut_activation,right,518_1,518,1,27,526.062,-0.23257360974402597,0
Vglut_activation,right,518_1,518,1,28,477.875,-0.3028694597907213,0
Vglut_activation,right,518_1,518,1,29,498.0,-0.2735108364651409,0
Vglut_activation,right,518_1,518,1,30,517.062,-0.24570293197658366,0
Vglut_activation,right,518_2,518,2,1,1063.5,-0.0488521751149452,0
Vglut_activation,right,518_2,518,2,2,1073.05,-0.040311073349404786,0
Vglut_activation,right,518_2,518,2,3,1138.55,0.01826925813152713,0
Vglut_activation,right,518_2,518,2,4,1127.05,0.007984161764645954,0
Vglut_activation,right,518_2,518,2,5,1132.05,0.012455942793724726,0
Vglut_activation,right,518_2,518,2,6,1118.5,0.0003374162049212947,0
Vglut_activation,right,518_2,518,2,7,1128.05,0.008878517970461708,0
Vglut_activation,right,518_2,518,2,8,1143.8,0.02296462821205984,0
Vglut_activation,right,518_2,518,2,9,1129.8,0.010443641330639278,0
Vglut_activation,right,518_2,518,2,10,1115.2,-0.0026139592742706543,0
Vglut_activation,right,518_2,518,2,11,1129.8,0.010443641330639278,3
Vglut_activation,right,518_2,518,2,12,1107.3,-0.009679373300215195,0
Vglut_activation,right,518_2,518,2,13,1137.1,0.016972441633094245,0
Vglut_activation,right,518_2,518,2,14,1128.15,0.008967953591043406,0
Vglut_activation,right,518_2,518,2,15,1125.75,0.006821498697085514,0
Vglut_activation,right,518_2,518,2,16,1123.3,0.0046303259928368755,0
Vglut_activation,right,518_2,518,2,17,1109.3,-0.007890660888583687,0
Vglut_activation,right,518_2,518,2,18,1130.25,0.010846101623256409,0
Vglut_activation,right,518_2,518,2,19,1156.95,0.03472541231853709,0
Vglut_activation,right,518_2,518,2,20,1132.65,0.012992556517214301,0
Vglut_activation,right,518_2,518,2,21,1124.35,0.005569400008943377,3
Vglut_activation,right,518_2,518,2,22,1028.0,-0.08060182042140447,0
Vglut_activation,right,518_2,518,2,23,1008.25,-0.09826535548626562,0
Vglut_activation,right,518_2,518,2,24,1011.55,-0.09531398000707368,0
Vglut_activation,right,518_2,518,2,25,1009.15,-0.09746043490103147,0
Vglut_activation,right,518_2,518,2,26,1005.55,-0.10068011724196821,0
Vglut_activation,right,518_2,518,2,27,1017.45,-0.09003727839276064,0
Vglut_activation,right,518_2,518,2,28,989.05,-0.11543699463792816,0
Vglut_activation,right,518_2,518,2,29,1027.7,-0.08087012728314917,0
Vglut_activation,right,518_2,518,2,30,1025.75,-0.08261412188448992,0
Vglut_activation,right,518_3,518,3,1,680.182,-0.0918297961800541,0
Vglut_activation,right,518_3,518,3,2,698.273,-0.06767492710485562,0
Vglut_activation,right,518_3,518,3,3,723.364,-0.03417374862020553,0
Vglut_activation,right,518_3,518,3,4,741.273,-0.01026188358965282,0
Vglut_activation,right,518_3,518,3,5,768.909,0.02663734595886213,0
Vglut_activation,right,518_3,518,3,6,790.273,0.05516228227650851,0
Vglut_activation,right,518_3,518,3,7,767.727,0.025059154855723274,0
Vglut_activation,right,518_3,518,3,8,800.0,0.06814964679447075,0
Vglut_activation,right,518_3,518,3,9,790.727,0.05576845720106431,0
Vglut_activation,right,518_3,518,3,10,765.909,0.02263178478338286,0
Vglut_activation,right,518_3,518,3,11,711.909,-0.04946831637524391,3
Vglut_activation,right,518_3,518,3,12,677.364,-0.0955923533108876,0
Vglut_activation,right,518_3,518,3,13,646.0,-0.13746916021346486,0
Vglut_activation,right,518_3,518,3,14,657.0,-0.1227821025700409,0
Vglut_activation,right,518_3,518,3,15,656.545,-0.12338961268165531,0
Vglut_activation,right,518_3,518,3,16,618.0,-0.17485439785127135,0
Vglut_activation,right,518_3,518,3,17,613.455,-0.18092282303212237,0
Vglut_activation,right,518_3,518,3,18,703.091,-0.06124199585703594,0
Vglut_activation,right,518_3,518,3,19,658.182,-0.12120391146690204,0
Vglut_activation,right,518_3,518,3,20,719.818,-0.03890832192962209,0
Vglut_activation,right,518_3,518,3,21,707.727,-0.05505206865386203,3
Vglut_activation,right,518_3,518,3,22,551.818,-0.26321974775646095,0
Vglut_activation,right,518_3,518,3,23,513.727,-0.3140783580015212,0
Vglut_activation,right,518_3,518,3,24,509.182,-0.3201467831823722,0
Vglut_activation,right,518_3,518,3,25,517.0,-0.3097082907590733,0
Vglut_activation,right,518_3,518,3,26,511.727,-0.31674873211850735,0
Vglut_activation,right,518_3,518,3,27,507.273,-0.32269565527703553,0
Vglut_activation,right,518_3,518,3,28,466.727,-0.37683214975069634,0
Vglut_activation,right,518_3,518,3,29,476.0,-0.3644509601572899,0
Vglut_activation,right,518_3,518,3,30,504.545,-0.32633804557260465,0
Vglut_activation,right,518_4,518,4,1,502.312,-0.08340039331905039,0
Vglut_activation,right,518_4,518,4,2,518.688,-0.053518098731210134,0
Vglut_activation,right,518_4,518,4,3,538.188,-0.017935249167037835,0
Vglut_activation,right,518_4,518,4,4,544.312,-0.006760409642371576,0
Vglut_activation,right,518_4,518,4,5,554.562,0.011943395897770274,0
Vglut_activation,right,518_4,518,4,6,587.625,0.07227548590496147,0
Vglut_activation,right,518_4,518,4,7,569.812,0.039771009018469125,0
Vglut_activation,right,518_4,518,4,8,552.562,0.008293872865547475,0
Vglut_activation,right,518_4,518,4,9,566.312,0.033384343712079226,0
Vglut_activation,right,518_4,518,4,10,565.25,0.0314464469819689,0
Vglut_activation,right,518_4,518,4,11,528.562,-0.03550040352112613,3
Vglut_activation,right,518_4,518,4,12,499.188,-0.08910094829538244,0
Vglut_activation,right,518_4,518,4,13,464.0,-0.15331065652431036,0
Vglut_activation,right,518_4,518,4,14,483.438,-0.11784094217413699,0
Vglut_activation,right,518_4,518,4,15,479.812,-0.12445752743155689,0
Vglut_activation,right,518_4,518,4,16,489.688,-0.10643618269844074,0
Vglut_activation,right,518_4,518,4,17,473.438,-0.136088557335251,0
Vglut_activation,right,518_4,518,4,18,476.438,-0.13061427278691679,0
Vglut_activation,right,518_4,518,4,19,501.812,-0.08431277407710608,0
Vglut_activation,right,518_4,518,4,20,492.125,-0.10198923888367724,0
Vglut_activation,right,518_4,518,4,21,489.812,-0.10620991227044288,3
